index	Bristow2014_filter	ClN/CLBs_filter	Wavepool_filter	Orlando2008_filter	Kelliher2016_filter	dlxjtk_sort	wavepool_alphabetical_sort	wp_1stper_r2
IST2	Bristow2014			Orlando2008		5316291939		
YBR090C	Bristow2014			Orlando2008		2.41E+11		
YMC2	Bristow2014			Orlando2008		1.96E+11		
SUS1	Bristow2014			Orlando2008		2081553455		
TFC1	Bristow2014			Orlando2008		16303419134		
OPY1	Bristow2014			Orlando2008		74841950910		
ICS2	Bristow2014			Orlando2008		13855145949		
CSH1	Bristow2014			Orlando2008		5337982463		
FZO1	Bristow2014			Orlando2008		1.76E+11		
YBR184W	Bristow2014			Orlando2008		26220697080		
ALG7	Bristow2014			Orlando2008		489559817.3		
GPX2	Bristow2014			Orlando2008		585724233.7		
RIB5	Bristow2014			Orlando2008		1.73E+12		
PAF1	Bristow2014			Orlando2008		6.64E+11		
SNF5	Bristow2014			Orlando2008		90313117377		
RER1	Bristow2014			Orlando2008		1.25E+11		
LDB16	Bristow2014			Orlando2008		6.14E+11		
FUS1	Bristow2014			Orlando2008		3207470659		
KAR4	Bristow2014			Orlando2008		11733315732		
VAC17	Bristow2014			Orlando2008		3966448.25		
TAF2	Bristow2014			Orlando2008		258943.5808		
PLM2	Bristow2014		wavepool	Orlando2008		30672.41371	7	6
TUP1	Bristow2014			Orlando2008		25376344355		
ERP3	Bristow2014			Orlando2008		30456.56961		
PMT5	Bristow2014			Orlando2008		364431.1499		
DUN1	Bristow2014			Orlando2008		266.7851619		
QRI1	Bristow2014			Orlando2008		40890456807		
NSE4	Bristow2014			Orlando2008		2.13E+11		
ARF2	Bristow2014			Orlando2008		3268853430		
RGT2	Bristow2014			Orlando2008		6989957373		
YDL157C	Bristow2014			Orlando2008		1465771.012		
LYS20	Bristow2014			Orlando2008		2.26E+11		
ASF2	Bristow2014			Orlando2008		11324136078		
YDL211C	Bristow2014			Orlando2008		89249.8184		
MPH2	Bristow2014			Orlando2008		7.42E+11		
NTH1	Bristow2014			Orlando2008		1791624.21		
SED1	Bristow2014			Orlando2008		6456692990		
MSH6	Bristow2014			Orlando2008		1.323820235		
STE5	Bristow2014			Orlando2008		703295856.7		
MKC7	Bristow2014			Orlando2008		152178.8955		
EKI1	Bristow2014			Orlando2008		7.97E+11		
HTB1	Bristow2014			Orlando2008		11272980.84		
HTA1	Bristow2014			Orlando2008		255565.2421		
BTT1	Bristow2014			Orlando2008		8049449.653		
EXG2	Bristow2014			Orlando2008		11739781.61		
SUR2	Bristow2014			Orlando2008		188863.0893		
GPI11	Bristow2014			Orlando2008		2020423626		
SRB7	Bristow2014			Orlando2008		26281120852		
IPK1	Bristow2014			Orlando2008		5.24E+11		
TRR1	Bristow2014			Orlando2008		1.77E+12		
YDR391C	Bristow2014			Orlando2008		4905094.159		
URH1	Bristow2014			Orlando2008		164.4866198		
ERD1	Bristow2014			Orlando2008		34266846636		
DOT1	Bristow2014			Orlando2008		497432.6141		
SWI4	Bristow2014		wavepool	Orlando2008	Budding - Per	10386.62959	8	3
MFA1	Bristow2014			Orlando2008		6822138.757		
SPP41	Bristow2014			Orlando2008		6.09E+11		
DIG2	Bristow2014			Orlando2008		81554346.38		
VPS3	Bristow2014			Orlando2008		6365295472		
SWI5	Bristow2014		wavepool	Orlando2008	Mitosis - Per	12042.0334	9	12
LPP1	Bristow2014			Orlando2008		1067740.8		
EUG1	Bristow2014			Orlando2008		283601455.2		
HLR1	Bristow2014			Orlando2008		2410.403014		
PAD1	Bristow2014			Orlando2008		17731897947		
GTT3	Bristow2014			Orlando2008		24530669.18		
ANP1	Bristow2014			Orlando2008		1.93E+11		
UTR2	Bristow2014			Orlando2008		2.00E+11		
GDA1	Bristow2014			Orlando2008		10198178926		
AVT2	Bristow2014			Orlando2008		161596207.4		
MNN1	Bristow2014			Orlando2008		37.01119423		
PMI40	Bristow2014			Orlando2008		354361737.3		
YER010C	Bristow2014			Orlando2008		15847998128		
ISC1	Bristow2014			Orlando2008		177067475.6		
GPA2	Bristow2014			Orlando2008		1.77E+12		
FIR1	Bristow2014			Orlando2008		69851080.35		
MXR1	Bristow2014			Orlando2008		956037.8708		
ILV1	Bristow2014			Orlando2008		2947539906		
SBH1	Bristow2014			Orlando2008		34017453674		
MET6	Bristow2014			Orlando2008		343218185.2		
RAD51	Bristow2014			Orlando2008		576.8443043		
UBP9	Bristow2014			Orlando2008		1.25E+11		
RTT105	Bristow2014			Orlando2008		101471360		
SHO1	Bristow2014			Orlando2008		7259748.582		
BCK2	Bristow2014			Orlando2008		50670718920		
ADK2	Bristow2014			Orlando2008		1108787967		
BLM10	Bristow2014			Orlando2008		2727984948		
GNA1	Bristow2014			Orlando2008		9809412192		
BST1	Bristow2014			Orlando2008		16508742126		
YFR018C	Bristow2014			Orlando2008		3.44E+11		
MET10	Bristow2014			Orlando2008		52292166950		
CWH41	Bristow2014			Orlando2008		149912603.7		
YGL036W	Bristow2014			Orlando2008		21056702608		
OCH1	Bristow2014			Orlando2008		6221769700		
ALG2	Bristow2014			Orlando2008		25484716579		
RAD54	Bristow2014			Orlando2008		2654688.423		
YGL185C	Bristow2014			Orlando2008		6.40E+11		
YGL188C-A	Bristow2014			Orlando2008		1.11E+11		
RTG2	Bristow2014			Orlando2008		2.70E+11		
MNT2	Bristow2014			Orlando2008		1.70E+12		
SEC9	Bristow2014			Orlando2008		3.51E+11		
COX18	Bristow2014			Orlando2008		52728982337		
TEL2	Bristow2014			Orlando2008		270295.9515		
SKN1	Bristow2014			Orlando2008		260127120.6		
PSD2	Bristow2014			Orlando2008		5.45E+11		
CRH1	Bristow2014			Orlando2008		384.7085718		
PET54	Bristow2014			Orlando2008		1.00E+12		
BNS1	Bristow2014			Orlando2008		788315763.2		
YGR237C	Bristow2014			Orlando2008		39455352865		
YGR240C-A	Bristow2014			Orlando2008		98003805134		
FOL2	Bristow2014			Orlando2008		20077650770		
SLH1	Bristow2014			Orlando2008		2.52E+11		
RNH70	Bristow2014			Orlando2008		1.32E+12		
YHL026C	Bristow2014			Orlando2008		36840052.05		
WSC4	Bristow2014			Orlando2008		5795415638		
GPA1	Bristow2014			Orlando2008		6224724357		
RRM3	Bristow2014			Orlando2008		38906529561		
NAM8	Bristow2014			Orlando2008		131092358.8		
GGA2	Bristow2014			Orlando2008		42802528787		
ERP5	Bristow2014			Orlando2008		3254.650096		
YCK1	Bristow2014			Orlando2008		9.14E+11		
CRP1	Bristow2014			Orlando2008		3347720239		
SPO16	Bristow2014			Orlando2008		837748.9753		
RTT107	Bristow2014			Orlando2008		1134.040362		
MNL1	Bristow2014			Orlando2008		2.31E+11		
FAA3	Bristow2014			Orlando2008		72537.28532		
NOT3	Bristow2014			Orlando2008		1.65E+12		
MSL1	Bristow2014			Orlando2008		1.20E+11		
GYP6	Bristow2014			Orlando2008		160522.1835		
YHC3	Bristow2014			Orlando2008		36759513943		
JEM1	Bristow2014			Orlando2008		11748075.69		
ARG3	Bristow2014			Orlando2008		487737841.9		
GWT1	Bristow2014			Orlando2008		40191951458		
PHS1	Bristow2014			Orlando2008		35994768.91		
YJL118W	Bristow2014			Orlando2008		50174.35085		
LCB3	Bristow2014			Orlando2008		5.00E+11		
GLG2	Bristow2014			Orlando2008		2316830698		
CIS3	Bristow2014			Orlando2008		6937.232978		
HSP150	Bristow2014			Orlando2008		1753487.763		
MNN11	Bristow2014			Orlando2008		4.59E+11		
MNN5	Bristow2014			Orlando2008		6489125424		
YJL193W	Bristow2014			Orlando2008		1.51E+12		
PHO90	Bristow2014			Orlando2008		3.32E+11		
AVT1	Bristow2014			Orlando2008		17254433.58		
REC107	Bristow2014			Orlando2008		12965576514		
GEA1	Bristow2014			Orlando2008		8832213126		
YJR098C	Bristow2014			Orlando2008		2.50E+11		
ILM1	Bristow2014			Orlando2008		38111107.26		
LAC1	Bristow2014			Orlando2008		4215060607		
PUT3	Bristow2014			Orlando2008		83613601426		
UGP1	Bristow2014			Orlando2008		254402069.5		
MDM35	Bristow2014			Orlando2008		66544023122		
YNK1	Bristow2014			Orlando2008		319785.5866		
HOT13	Bristow2014			Orlando2008		1113527.473		
PGM1	Bristow2014			Orlando2008		646324.0776		
SHE2	Bristow2014			Orlando2008		3597659732		
PIR3	Bristow2014			Orlando2008		57173.32021		
MCD4	Bristow2014			Orlando2008		602556.3938		
LOT5	Bristow2014			Orlando2008		6462624823		
STE6	Bristow2014			Orlando2008		10528104175		
ECM9	Bristow2014			Orlando2008		3062151373		
PRY2	Bristow2014			Orlando2008		5.27480379		
UIP5	Bristow2014			Orlando2008		38071670443		
TGL4	Bristow2014			Orlando2008		20337198744		
PXL1	Bristow2014			Orlando2008		1424617983		
UBP11	Bristow2014			Orlando2008		2708205.427		
HIF1	Bristow2014			Orlando2008		14.86311091		
GPI13	Bristow2014			Orlando2008		17286936521		
YLL032C	Bristow2014			Orlando2008		3400272901		
YLL058W	Bristow2014			Orlando2008		1.47E+11		
MMP1	Bristow2014			Orlando2008		1315257.171		
PSR2	Bristow2014			Orlando2008		1261820407		
RAD5	Bristow2014			Orlando2008		737107.7303		
EMP70	Bristow2014			Orlando2008		2.09E+11		
GAA1	Bristow2014			Orlando2008		2132874234		
YPS3	Bristow2014			Orlando2008		999837.0531		
YLR179C	Bristow2014			Orlando2008		1896742597		
SAM1	Bristow2014			Orlando2008		552619407.9		
TOS4	Bristow2014		wavepool	Orlando2008		135542.3346	10	4
ATG26	Bristow2014			Orlando2008		255940618.7		
MMR1	Bristow2014			Orlando2008		59758.19803		
PNP1	Bristow2014			Orlando2008		43112307.98		
YLR257W	Bristow2014			Orlando2008		1.02E+11		
PIG1	Bristow2014			Orlando2008		1.67E+11		
ECM38	Bristow2014			Orlando2008		1.57E+11		
MET17	Bristow2014			Orlando2008		122388.0051		
SPH1	Bristow2014			Orlando2008		15263403.85		
YLR326W	Bristow2014			Orlando2008		248200844.3		
YLR342W-A	Bristow2014			Orlando2008		2438034585		
GAS2	Bristow2014			Orlando2008		432.3270852		
VID22	Bristow2014			Orlando2008		49424582.84		
NAM2	Bristow2014			Orlando2008		1673679248		
SMC6	Bristow2014			Orlando2008		943.1294402		
CAR2	Bristow2014			Orlando2008		101898.2689		
YML020W	Bristow2014			Orlando2008		49147440626		
UNG1	Bristow2014			Orlando2008		98368125.41		
YHP1	Bristow2014		wavepool	Orlando2008		23430.79803	11	2
SRC1	Bristow2014			Orlando2008		368416.4032		
SUR7	Bristow2014			Orlando2008		211372.2313		
SML1	Bristow2014			Orlando2008		12982050997		
OGG1	Bristow2014			Orlando2008		7652818505		
PIF1	Bristow2014			Orlando2008		243102.7987		
TCB3	Bristow2014			Orlando2008		6886521220		
TUB1	Bristow2014			Orlando2008		20503215.57		
MDM1	Bristow2014			Orlando2008		3.84E+11		
YML119W	Bristow2014			Orlando2008		9529051.885		
TUB3	Bristow2014			Orlando2008		703839986.1		
YMR001C-A	Bristow2014			Orlando2008		23654.93382		
PLB1	Bristow2014			Orlando2008		8184737.724		
FAR8	Bristow2014			Orlando2008		5.76E+11		
YMR030W-A	Bristow2014			Orlando2008		10963.00042		
PAI3	Bristow2014			Orlando2008		4156.015467		
SPT21	Bristow2014			Orlando2008		9890.879948		
SGS1	Bristow2014			Orlando2008		866991039.8		
GAS3	Bristow2014			Orlando2008		1561.639502		
TRI1	Bristow2014			Orlando2008		9.38E+11		
DFG5	Bristow2014			Orlando2008		19042244995		
HOR7	Bristow2014			Orlando2008		26076583.31		
RCE1	Bristow2014			Orlando2008		3.48E+11		
GOT1	Bristow2014			Orlando2008		235709462.7		
PET8	Bristow2014			Orlando2008		3.94E+11		
HHT2	Bristow2014			Orlando2008				
YIP3	Bristow2014			Orlando2008		537492536.2		
SLM2	Bristow2014			Orlando2008		22661898431		
YNL058C	Bristow2014			Orlando2008		22299.27156		
RNH201	Bristow2014			Orlando2008		137476.3306		
TCB2	Bristow2014			Orlando2008		943266056.9		
YPT53	Bristow2014			Orlando2008		15016676950		
YNL095C	Bristow2014			Orlando2008		49731294855		
LEU4	Bristow2014			Orlando2008		1.75E+12		
YNL115C	Bristow2014			Orlando2008		25662754.75		
FAR11	Bristow2014			Orlando2008		9.22E+11		
MFA2	Bristow2014			Orlando2008		1374668762		
YGP1	Bristow2014			Orlando2008		5878.333779		
YNL165W	Bristow2014			Orlando2008		8371644018		
WHI3	Bristow2014			Orlando2008		18041403.49		
PSY2	Bristow2014			Orlando2008		1.25E+12		
RTT106	Bristow2014			Orlando2008		1.13E+11		
KEX2	Bristow2014			Orlando2008		316780467.9		
YIF1	Bristow2014			Orlando2008		945806840		
CAF120	Bristow2014			Orlando2008		186841198.9		
WSC2	Bristow2014			Orlando2008		255847.6975		
STB1	Bristow2014			Orlando2008		148187.4672		
ZIM17	Bristow2014			Orlando2008		126677793.9		
PFA3	Bristow2014			Orlando2008		37958820053		
LRO1	Bristow2014			Orlando2008		1.34E+12		
AGA1	Bristow2014			Orlando2008		667460208.9		
AIF1	Bristow2014			Orlando2008		3.78E+11		
COS10	Bristow2014			Orlando2008		76863096371		
HTZ1	Bristow2014			Orlando2008		23052817.57		
ESC8	Bristow2014			Orlando2008		1159.540606		
GAS5	Bristow2014			Orlando2008		4.45E+11		
MPD2	Bristow2014			Orlando2008		7.24E+11		
MSH2	Bristow2014			Orlando2008		12848.06807		
TRM10	Bristow2014			Orlando2008		5.39E+11		
PFK27	Bristow2014			Orlando2008		1082474248		
PEX11	Bristow2014			Orlando2008		4354974.036		
YOL159C-A	Bristow2014			Orlando2008		37552577670		
AUS1	Bristow2014			Orlando2008		7.08E+11		
ROD1	Bristow2014			Orlando2008		695152058.2		
AHC1	Bristow2014			Orlando2008		1.38E+11		
HST3	Bristow2014			Orlando2008		41455.63412		
EXO1	Bristow2014			Orlando2008		13.38560242		
CUE5	Bristow2014			Orlando2008		301156438.6		
RSB1	Bristow2014			Orlando2008		3870427.334		
CDC21	Bristow2014			Orlando2008		3.779920324		
TGL5	Bristow2014			Orlando2008		5189537.104		
WHI5	Bristow2014			Orlando2008		229643011.8		
IAH1	Bristow2014			Orlando2008		454237141.2		
ELG1	Bristow2014			Orlando2008		21949.60546		
SMP3	Bristow2014			Orlando2008		6.84E+11		
PDR5	Bristow2014			Orlando2008		5.05E+11		
PNS1	Bristow2014			Orlando2008		1118.825016		
DCS2	Bristow2014			Orlando2008		1006.074129		
MCA1	Bristow2014			Orlando2008		1.52E+12		
WTM2	Bristow2014			Orlando2008		18800662872		
SRL1	Bristow2014			Orlando2008		1499.761532		
TPO4	Bristow2014			Orlando2008		11032353732		
HUA2	Bristow2014			Orlando2008		11028248.15		
MPD1	Bristow2014			Orlando2008		34164160086		
TIM18	Bristow2014			Orlando2008		7987660409		
SLY41	Bristow2014			Orlando2008		1.84E+11		
SPS4	Bristow2014			Orlando2008		1814062450		
PMT3	Bristow2014			Orlando2008		7169170.945		
YOR342C	Bristow2014			Orlando2008		691443.2168		
REV1	Bristow2014			Orlando2008		1015968367		
PUT4	Bristow2014			Orlando2008		1376.933349		
HST2	Bristow2014			Orlando2008		1.43E+11		
SVL3	Bristow2014			Orlando2008		1354009375		
SSU1	Bristow2014			Orlando2008		580767393.2		
HOS3	Bristow2014			Orlando2008		3011977024		
HHO1	Bristow2014			Orlando2008		1321.210543		
TBF1	Bristow2014			Orlando2008		4.09E+11		
SVS1	Bristow2014			Orlando2008		195.7205191		
RKM1	Bristow2014			Orlando2008		4843865303		
ALG5	Bristow2014			Orlando2008		671167091		
CIN2	Bristow2014			Orlando2008		1.844759189		
SRO7	Bristow2014			Orlando2008		3.02E+11		
NHP6A	Bristow2014			Orlando2008		2.20E+11		
NCE102	Bristow2014			Orlando2008		30389.33405		
TPO3	Bristow2014			Orlando2008		21071884.36		
KRE6	Bristow2014			Orlando2008		28111457118		
SPO7	Bristow2014					41179366994		
PMT2	Bristow2014					384819126.9		
FLC2	Bristow2014					87289189.54		
PEX22	Bristow2014					3.90E+11		
CNE1	Bristow2014					1.98E+11		
NUP60	Bristow2014					1.76E+12		
APL3	Bristow2014					59878284306		
PRX1	Bristow2014					153.2274433		
UBP13	Bristow2014					1.67E+12		
YBL081W	Bristow2014					6.00E+11		
DSF2	Bristow2014					233884757		
TCM62	Bristow2014					1.16E+12		
REB1	Bristow2014					11939429703		
NHP6B	Bristow2014					4.02E+11		
PBY1	Bristow2014					4.83E+11		
FES1	Bristow2014					1.05E+12		
YBR138C	Bristow2014					892739.5798		
TYR1	Bristow2014					762632626.9		
GDT1	Bristow2014					6286949492		
KTR3	Bristow2014					1.19E+11		
YBR220C	Bristow2014					3.14E+11		
ABD1	Bristow2014					1.35E+12		
DUT1	Bristow2014					1076423956		
HMLALPHA2	Bristow2014							
SLM5	Bristow2014					1.21E+12		
RBK1	Bristow2014					28116420582		
PHO87	Bristow2014					72714051193		
YCR043C	Bristow2014					1.60E+11		
AHC2	Bristow2014					17232763838		
YCR090C	Bristow2014					3.02E+11		
OCA4	Bristow2014					3.67E+11		
GRX6	Bristow2014					182878.2856		
BDF2	Bristow2014					13864100526		
PMT1	Bristow2014					809628050.7		
CMR1	Bristow2014					2358931.139		
PHO13	Bristow2014					1.74E+12		
RCR2	Bristow2014					3.65E+11		
YDR003W-A	Bristow2014					2.67E+11		
SNQ2	Bristow2014					7.74E+11		
EHD3	Bristow2014					534304456.2		
HEM13	Bristow2014					9243583575		
YDR109C	Bristow2014					1.45E+12		
ECM18	Bristow2014					2.19E+11		
YCF1	Bristow2014					7.70E+11		
SAC3	Bristow2014					1.48E+12		
UME6	Bristow2014					1.70E+12		
MFB1	Bristow2014					70178257513		
VHS1	Bristow2014					19528380292		
GLO2	Bristow2014					13959553987		
HNT2	Bristow2014					1.67E+12		
GPI8	Bristow2014					4208606425		
SWR1	Bristow2014					18268696559		
TFC6	Bristow2014					3.07E+11		
SXM1	Bristow2014					1.70E+12		
DFM1	Bristow2014					401962394.3		
APT2	Bristow2014					14866602237		
TOM1	Bristow2014					1.67E+12		
TFB3	Bristow2014					7.30E+11		
TRS31	Bristow2014					1.60E+12		
CAB1	Bristow2014					1.77E+12		
WBP1	Bristow2014					1.33E+12		
YEA4	Bristow2014					1.66E+11		
YEL025C	Bristow2014					3.25E+11		
PCM1	Bristow2014					1.78E+12		
PAC2	Bristow2014					1.96E+11		
ISD11	Bristow2014					80267014902		
TRP2	Bristow2014					1.78E+12		
GLE2	Bristow2014					1.75E+12		
FMP10	Bristow2014					8.60E+11		
SEC53	Bristow2014					1.61E+11		
SWP82	Bristow2014					1.28E+12		
ALR2	Bristow2014					18229827.37		
HIS2	Bristow2014					8.94E+11		
RPN14	Bristow2014					22211772720		
PDR1	Bristow2014					2.61E+11		
KAP122	Bristow2014					1.66E+11		
STT3	Bristow2014					1.90E+11		
MIG1	Bristow2014					3.10E+11		
MNP1	Bristow2014					1.56E+12		
PAN2	Bristow2014					16827455571		
VPS45	Bristow2014					56661154.77		
CUE3	Bristow2014					1.26E+12		
MET13	Bristow2014					5083898957		
FLC3	Bristow2014					1.14E+11		
EMP24	Bristow2014					9721760841		
MDM34	Bristow2014					1.75E+12		
VRG4	Bristow2014					145090324.2		
OST5	Bristow2014					1.21E+11		
HAP2	Bristow2014					1.45E+12		
ADH4	Bristow2014					10799064341		
THG1	Bristow2014					1.71E+12		
TAM41	Bristow2014					1.70E+12		
SMD1	Bristow2014					1.78E+12		
MRPL25	Bristow2014					1.66E+12		
VPS62	Bristow2014					77404423592		
YGR153W	Bristow2014					1009792.871		
PUS6	Bristow2014					85804115154		
MSM1	Bristow2014					1.58E+12		
YIP1	Bristow2014					86679256714		
PDX1	Bristow2014					1.55E+12		
SNG1	Bristow2014					1.78E+12		
SMI1	Bristow2014					1.13E+11		
YHB1	Bristow2014					1.77E+12		
GCN5	Bristow2014					1.28E+12		
TNA1	Bristow2014					2.95E+11		
SAY1	Bristow2014					5.77E+11		
YGR266W	Bristow2014					6631453300		
COS6	Bristow2014					10212493561		
OSH7	Bristow2014					38622991451		
ARD1	Bristow2014					1.72E+12		
YSC83	Bristow2014					5.59E+11		
PUT2	Bristow2014					1.22E+12		
YHR045W	Bristow2014					14304247.3		
HXT4	Bristow2014					21620821342		
SFB3	Bristow2014					3765515231		
NSG1	Bristow2014					1.78E+12		
CTR2	Bristow2014					5.41E+11		
GPI16	Bristow2014					286763363.3		
AIM18	Bristow2014					1.24E+12		
INP51	Bristow2014					2567389958		
NAS2	Bristow2014					3959521309		
NEO1	Bristow2014					1.67E+12		
VHR1	Bristow2014					1.78E+11		
FYV10	Bristow2014					281434266.9		
STH1	Bristow2014					1.73E+12		
MLP2	Bristow2014					1.49E+11		
AIM20	Bristow2014					15661.43102		
SGN1	Bristow2014					1.51E+12		
YIR042C	Bristow2014					95643776620		
AIM22	Bristow2014					1.53E+11		
IRC8	Bristow2014					240374.7804		
LAS21	Bristow2014					1.28E+12		
ALY2	Bristow2014					21286441130		
SRS2	Bristow2014					1583.693954		
MEF2	Bristow2014					2.12E+11		
VPS35	Bristow2014					64095511933		
UBP12	Bristow2014					8.92E+11		
OSM1	Bristow2014					1.52E+12		
NTA1	Bristow2014					5.16E+11		
YMR1	Bristow2014					1.30E+12		
ENT3	Bristow2014					4.64E+11		
DID4	Bristow2014					9.40E+11		
TFA1	Bristow2014					1.16E+12		
IXR1	Bristow2014					6602164916		
NUP100	Bristow2014					1.78E+12		
CWP2	Bristow2014					3.02E+11		
DGR2	Bristow2014					1.91E+11		
YPK1	Bristow2014					59060989142		
SRP102	Bristow2014					1.76E+12		
SNU114	Bristow2014					5437867086		
PAP1	Bristow2014					3185417074		
ALY1	Bristow2014					51657403985		
MSA2	Bristow2014					3155.715185		
RTT109	Bristow2014					51075884.72		
BPT1	Bristow2014					1.55E+12		
PAU17	Bristow2014							
ADE16	Bristow2014					33806813143		
FRS1	Bristow2014					3.61E+11		
SUL2	Bristow2014					1.69E+12		
NYV1	Bristow2014					28275649400		
HRT3	Bristow2014					63491327607		
ERG27	Bristow2014					1.37E+11		
SEN2	Bristow2014					1.75E+12		
PEP3	Bristow2014					1.72E+12		
APS1	Bristow2014					1.67E+12		
PBA1	Bristow2014					1.77E+12		
IRC20	Bristow2014					528537.5817		
SSP120	Bristow2014					1.49E+12		
YPT6	Bristow2014					18734117528		
NMA1	Bristow2014					1.78E+12		
CIS1	Bristow2014							
VPS38	Bristow2014					4.42E+11		
STE11	Bristow2014					2000860746		
NMD4	Bristow2014					1.09E+12		
IKI3	Bristow2014					50642676359		
VPS33	Bristow2014					2013465924		
CDC73	Bristow2014					2.96E+11		
ECM30	Bristow2014					2.85E+11		
DIF1	Bristow2014					5489295.467		
GAB1	Bristow2014					6.53E+11		
YRF1-5	Bristow2014							
ERV25	Bristow2014					26383248889		
YMD8	Bristow2014					6.76E+11		
PRP39	Bristow2014					1.54E+12		
IMD4	Bristow2014					1.00E+11		
ITT1	Bristow2014					2679462301		
ALO1	Bristow2014					1.72E+12		
GTR1	Bristow2014					1.51E+12		
